ID,Anneal Time,R PbI2,R BAAc,R MAI,PbI2_vol,BAAc_vol,MAI_vol,filename,QW1,QW2,QW3,QW4,QW5,QW6,QW7,QW8,QW9,QW10,QW11,QW12,QW99,Temperature,source,well
94,15.0,1.0,1.1,1.25,89.55,98.51,111.94,N2 R6 sample 10_Subt2__0__13-07-13-504.csv,0.5319595893659718,0.3846796362071225,0.3291668438300131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,IMOD_N2_v1_0825,H10
95,15.0,1.0,0.75,1.32,97.72,73.29,128.99,N2 R6 sample 11_Subt2__0__13-07-38-503.csv,0.0,0.4873477326097612,0.3552696547493315,0.0,0.0,0.0,0.0,0.0,0.0,0.2615354048520491,0.2614386009413759,0.2613606247503743,0.2719840004966262,100.0,IMOD_N2_v1_0825,H11
96,15.0,1.0,1.1,1.25,89.55,98.51,111.94,N2 R6 sample 12_Subt2__0__13-09-30-501.csv,0.5219581368671863,0.3941996749942703,0.3256017773141842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,IMOD_N2_v1_0825,H12
25,60.0,1.0,0.78,1.25,99.01,77.23,123.76,N2 R7 sample 1_Subt2__0__15-31-04-303.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C1
26,60.0,1.0,0.78,1.25,99.01,77.23,123.76,N2 R7 sample 2_Subt2__0__15-31-23-303.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C2
27,35.0,1.0,0.7,1.2,103.45,72.41,124.14,N2 R7 sample 3_Subt2__0__15-07-53-825.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C3
28,35.0,1.0,0.7,1.2,103.45,72.41,124.14,N2 R7 sample 4_Subt2__0__15-08-19-336.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C4
29,30.0,1.0,0.75,1.23,100.67,75.5,123.83,N2 R7 sample 5_Subt2__0__15-01-33-844.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C5
30,30.0,1.0,0.75,1.23,100.67,75.5,123.83,N2 R7 sample 6_Subt2__0__15-02-11-343.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C6
31,5.0,1.0,0.75,1.32,97.72,73.29,128.99,N2 R7 sample 7_Subt2__0__14-44-43-868.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C7
32,5.0,1.0,0.68,1.32,100.0,68.0,132.0,N2 R7 sample 8_Subt2__0__14-51-37-859.csv,0.0,0.4651661116093548,0.4267371343381211,0.0,0.2929106692119632,0.0,0.2813664128345722,0.2815513285134765,0.2816286121949555,0.2816325448363739,0.2816405256790385,0.2810986329625543,0.2840735688967171,75.0,IMOD_N2_v1_0825,C8
33,5.0,1.0,0.75,1.23,100.67,75.5,123.83,N2 R7 sample 9_Subt2__0__14-48-51-862.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C9
34,5.0,1.0,0.75,1.32,97.72,73.29,128.99,N2 R7 sample 10_Subt2__0__15-00-13-346.csv,0.0,0.3822677309188,0.346065842640365,0.2526520067646784,0.2429029281865131,0.0,0.211800782548058,0.1998851195770309,0.2046415175399919,0.2043277525889785,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C10
35,5.0,1.0,0.68,1.32,100.0,68.0,132.0,N2 R7 sample 11_Subt2__0__14-47-55-364.csv,0.0,0.4017777325228049,0.3739772852882088,0.0,0.0,0.0,0.3776976663460108,0.0,0.0,0.4386777568757228,0.4385974212624693,0.2549134676222006,0.0,75.0,IMOD_N2_v1_0825,C11
36,5.0,1.0,0.75,1.23,100.67,75.5,123.83,N2 R7 sample 12_Subt2__0__14-48-16-363.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,IMOD_N2_v1_0825,C12
1,60.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 60C sample 1_Subt2__0__12-25-40-737.csv,0.2805641394036636,0.2213333547875575,0.0,0.130072304029676,0.1097087625918562,0.1005046192357571,0.124191695864429,0.0995143656086701,0.0982449506815918,0.0944412153057153,0.0945731545307723,0.0878289423555844,0.0907939370946097,60.0,IMOD_N1_v1_0925,F1
2,60.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 60C sample 2_Subt2__0__12-26-44-236.csv,0.0,0.3258417743280355,0.176785833154491,0.2192232501995053,0.2591242422334797,0.0,0.2903756320259291,0.0,0.1930439893283295,0.1962713116888832,0.1439538294447171,0.1437873274814445,0.1541059175702517,105.0,IMOD_N1_v1_0925,F2
3,60.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 60C sample 3_Subt2__0__12-27-19-733.csv,0.078090847444847,0.0624204324634806,0.2461360066594237,0.1461466012022173,0.0,0.1388105529515279,0.088409614879643,0.0660875874443092,0.0714088340541823,0.0713065338753311,0.0927926086682396,0.0927071754790889,0.0794155946258227,150.0,IMOD_N1_v1_0925,F3
4,60.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 60C sample 4_Subt2__0__12-28-50-232.csv,0.0733720628646434,0.1471505328387728,0.2594504401018647,0.1629877778988759,0.1482690013838175,0.1610875012512043,0.1601908253581012,0.0,0.0,0.1888307683237297,0.188768928210066,0.1513104190121097,0.1559278550690544,60.0,IMOD_N1_v1_0925,F4
5,60.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 60C sample 5_Subt2__0__12-01-57-269.csv,0.6347238828530521,0.3686619918608498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,IMOD_N1_v1_0925,F5
6,60.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 60C sample 6_Subt2__0__11-59-59-271.csv,0.1677888834700171,0.4349630262376311,0.0,0.2112416227752044,0.0,0.0,0.236155883140519,0.1845895027916461,0.179678464575805,0.1796037199325328,0.1758267053768521,0.1727109042861099,0.1770365144350387,150.0,IMOD_N1_v1_0925,F6
7,60.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 60C sample 7_Subt2__0__11-58-42-273.csv,0.0823681824352271,0.0963971390622461,0.2096622879724549,0.1712290489211744,0.1521632791876997,0.1226016990603731,0.1216905307454766,0.1298597518876472,0.129747290144178,0.1288789986337628,0.1457335110189635,0.1456425380904058,0.2405147335257346,60.0,IMOD_N1_v1_0925,F7
8,60.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 60C sample 8_Subt2__0__11-59-10-772.csv,0.0,0.3018533058914942,0.3392569920966106,0.2970482739505357,0.0,0.2631327836359969,0.2875645313909485,0.2871592797319661,0.0,0.0,0.0,0.3904028167303807,0.3939588445133859,105.0,IMOD_N1_v1_0925,F8
9,60.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 60C sample 9_Subt2__0__11-34-26-305.csv,0.0,0.5835022952366414,0.0,0.3097814308685512,0.0,0.0,0.3034616090487296,0.282627154785963,0.0,0.2825991167117428,0.2825154386496297,0.2822089758127376,0.2859279937721055,150.0,IMOD_N1_v1_0925,F9
10,60.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 60C sample 10_Subt2__0__11-35-42-304.csv,0.2868121168564828,0.495793654926201,0.0,0.261152242692082,0.0,0.0,0.2324271325077232,0.2335228326852886,0.2256468068638782,0.2254185035259035,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,F10
11,60.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 60C sample 11_Subt2__0__11-37-12-802.csv,0.1433498202669415,0.2152281691348457,0.3129307906999523,0.2475613546915461,0.0,0.1499608225128147,0.1356977811259949,0.1273006459518577,0.1525935111695968,0.1524548149878492,0.0,0.0,0.2377333702478951,105.0,IMOD_N1_v1_0925,F11
12,60.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 60C sample 12_Subt2__0__11-37-34-301.csv,0.0,0.2724065516373652,0.3420526123146659,0.2342272123559795,0.1936818724630192,0.142609326161838,0.1425795094293383,0.0,0.1800205684627714,0.1799126697459999,0.1498612931431025,0.1547988401097628,0.1914011029759999,150.0,IMOD_N1_v1_0925,F12
13,30.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 105C sample 1_Subt2__0__13-38-18-639.csv,0.3353750616172645,0.2223405483574244,0.0,0.0,0.0,0.1563886369539101,0.1533316804783446,0.1210173502960931,0.1354687967391511,0.1309818540502972,0.1199255589320261,0.1349431730552921,0.1169929750407366,60.0,IMOD_N1_v1_0925,F13
14,30.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 105C sample 2_Subt2__0__13-38-46-638.csv,0.0,0.2096112176063968,0.1905497308863049,0.2016080434536509,0.0,0.0,0.3154836630960994,0.0,0.359312482040308,0.3591838208727166,0.2595211068985134,0.2849919704209819,0.0,105.0,IMOD_N1_v1_0925,F14
15,30.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 105C sample 3_Subt2__0__13-39-09-638.csv,0.0,0.0,0.2224232685402847,0.3655443180584911,0.3093691237303946,0.0,0.2670557497615867,0.0,0.0,0.1954587478623829,0.1953215032974458,0.2084284510981463,0.1947137040949184,150.0,IMOD_N1_v1_0925,F15
16,30.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 105C sample 4_Subt2__0__13-39-54-139.csv,0.0,0.0,0.1907736048038832,0.2406023129247725,0.2092212363071663,0.1193110014639066,0.1717101421498595,0.1245099820307398,0.0783245527386772,0.0647288271690471,0.0644534484014897,0.0983113375368224,0.0878791016607685,60.0,IMOD_N1_v1_0925,F16
17,30.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 105C sample 5_Subt2__0__13-11-29-175.csv,0.0841717096290773,0.3670552964998061,0.0,0.1220267209938304,0.1363041063184272,0.1074181064119128,0.1231224354308463,0.0948497689332264,0.0947417895703955,0.1006313696101961,0.1167586026936955,0.0877678948762413,0.1156348548664741,105.0,IMOD_N1_v1_0925,F17
18,30.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 105C sample 6_Subt2__0__13-12-29-674.csv,0.0,0.312995651474133,0.0,0.2687514440318417,0.3317203467515869,0.0,0.3446808349494502,0.0,0.3273569376253883,0.3271653176791244,0.279873946586531,0.2932374335150166,0.0,150.0,IMOD_N1_v1_0925,F18
19,30.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 105C sample 7_Subt2__0__13-12-51-672.csv,0.0,0.0,0.1990581651164338,0.3107099078842144,0.3062596799815056,0.2849479246567432,0.0,0.202532918251473,0.1901503828041453,0.1434496232348267,0.1472364179570677,0.1784466969684524,0.1734965420657611,60.0,IMOD_N1_v1_0925,F19
20,30.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 105C sample 8_Subt2__0__13-13-29-673.csv,0.0,0.0,0.216977401449462,0.3451822368097195,0.271562515406524,0.0,0.1917469424397552,0.163732136663129,0.1530469446231639,0.1649018914849299,0.1471019615723315,0.1468038790479599,0.1631819979020794,105.0,IMOD_N1_v1_0925,F20
21,30.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 105C sample 9_Subt2__0__12-54-00-698.csv,0.0,0.3082720903916006,0.2398881649710411,0.2496562685240085,0.0,0.0,0.4780755066662204,0.0,0.0,0.0,0.0,0.2882004833035757,0.2923261218045029,150.0,IMOD_N1_v1_0925,F21
22,30.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 105C sample 10_Subt2__0__12-49-55-204.csv,0.0,0.4555265782226616,0.0,0.2141361466748882,0.0,0.2146045154654946,0.2175325185866724,0.0,0.1784988113571876,0.1903358797112143,0.1716339795115769,0.1713571885448455,0.1914653382605164,60.0,IMOD_N1_v1_0925,F22
23,30.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 105C sample 11_Subt2__0__12-51-45-702.csv,0.0,0.1518814763496105,0.2113632319668255,0.3450371143246754,0.2723066618027287,0.2471530233630362,0.0,0.0,0.0,0.147821368789004,0.1460984113502052,0.1459384597725885,0.1651305821154775,105.0,IMOD_N1_v1_0925,F23
24,30.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 105C sample 12_Subt2__0__12-52-09-188.csv,0.0,0.2068284872051484,0.2819241716464288,0.4001448628960862,0.3332330544886728,0.3180820946232781,0.0,0.0,0.0,0.0,0.0,0.2413322952996684,0.244728518813922,150.0,IMOD_N1_v1_0925,F24
25,5.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 150C sample 1_Subt2__0__14-45-48-548.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,F25
26,5.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 150C sample 2_Subt2__0__14-46-38-546.csv,0.0775139764637035,0.3154710374463597,0.1067443821573819,0.0851067114629672,0.0,0.0,0.104827862070008,0.1038753164956961,0.0984226084296239,0.0731220128899547,0.1324971949918032,0.1323789605590229,0.1185938198428871,105.0,IMOD_N1_v1_0925,F26
27,5.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 150C sample 3_Subt2__0__14-47-02-040.csv,0.1091932159797424,0.039929521899794,0.2818625719676867,0.0935475265629968,0.0300979312705615,0.0751311310568013,0.0712711386943688,0.0712200164520271,0.0755585175643111,0.0730789858576192,0.0729961522004822,0.0913883338611291,0.0938982579138359,150.0,IMOD_N1_v1_0925,F27
28,5.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 150C sample 4_Subt2__0__14-47-25-046.csv,0.1822923389102217,0.0,0.3278976850176765,0.0,0.0,0.2287192840157992,0.0,0.2079309923291675,0.2079961921275002,0.2301632632321697,0.2885787199764032,0.2884767763493115,0.2798842110330332,60.0,IMOD_N1_v1_0925,F28
29,5.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 150C sample 5_Subt2__0__14-19-48-084.csv,0.2758996406804824,0.1705873198273582,0.0,0.0682953216852953,0.0,0.0761042711314775,0.0752496942284833,0.0781442257852498,0.0716251680138533,0.0894581076640647,0.0893620599026782,0.0751722732051664,0.0811006947190638,105.0,IMOD_N1_v1_0925,F29
30,5.0,1.0,2.0,2.0,60.0,120.0,120.0,N1 R0 150C sample 6_Subt2__0__14-20-45-582.csv,0.0448209373707317,0.3161987200269276,0.0577663060716479,0.0522413289937651,0.0,0.0560965060495288,0.0614055746490569,0.0407648624553656,0.0384751593508553,0.0759983979060524,0.0406156848187292,0.0405066266122601,0.0577528105378573,150.0,IMOD_N1_v1_0925,F30
31,5.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 150C sample 7_Subt2__0__14-23-09-578.csv,0.0,0.0,0.2657437047951527,0.245761167224796,0.0,0.2460000490139267,0.0,0.2599539937598994,0.2509622206606776,0.2508587517822295,0.2917556438364673,0.2915582178412282,0.3309988475749782,60.0,IMOD_N1_v1_0925,F31
32,5.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 150C sample 8_Subt2__0__14-22-37-580.csv,0.0,0.0,0.0913756140177994,0.1038975295813019,0.1397700634005269,0.1750169009218638,0.183964701497369,0.0,0.2747644743449511,0.1655295808126683,0.2020426489812782,0.2115334591327922,0.2363420543435952,105.0,IMOD_N1_v1_0925,F32
33,5.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 150C sample 9_Subt2__0__13-55-46-616.csv,0.0,0.3304159007661727,0.0,0.1173452930698956,0.0813896092999392,0.0894519624647216,0.0901152330536186,0.0927294897209988,0.0866740021651055,0.0714145432344965,0.0723240549241941,0.0787910884996646,0.0834197405720909,150.0,IMOD_N1_v1_0925,F33
34,5.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 150C sample 10_Subt2__0__13-56-37-614.csv,0.184721805882133,0.4639998626386763,0.2053004335089928,0.1685366729745364,0.0,0.1878537228121359,0.1789036263595592,0.1690696467082321,0.1689868053453608,0.1688946924578416,0.1848932021827896,0.1738596486726183,0.1739698355583639,60.0,IMOD_N1_v1_0925,F34
35,5.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 150C sample 11_Subt2__0__13-57-07-113.csv,0.0,0.0,0.5921831428407015,0.0,0.0,0.3052132051635207,0.2856526944460966,0.2857374509294037,0.0,0.2845669827497041,0.2842506050496099,0.2931943399456543,0.0,105.0,IMOD_N1_v1_0925,F35
36,5.0,1.0,0.675,1.325,100.0,67.5,132.5,N1 R0 150C sample 12_Subt2__0__13-58-18-612.csv,0.0,0.1394388482889236,0.2948241045708673,0.2647618336415814,0.0,0.0,0.1553461147318306,0.1217580218142111,0.1148570996058817,0.1201459118296673,0.1200263550635954,0.122523329805839,0.1234986866007803,150.0,IMOD_N1_v1_0925,F36
1,60.0,1.0,1.93,2.5,55.25,106.63,138.12,N1 R1 sample 1_Subt2__0__12-09-02-318.csv,0.0,0.2232810415627512,0.2051256354555597,0.0,0.2237296437789018,0.0,0.3934951061221878,0.0,0.1748941159542534,0.1748276294167232,0.1975486794863532,0.1598985826922346,0.1691204607673229,60.0,IMOD_N1_v1_0925,A1
2,60.0,1.0,1.93,2.5,55.25,106.63,138.12,N1 R1 sample 2_Subt2__0__12-10-21-317.csv,0.2412556173133427,0.3058312474499906,0.2770047317279107,0.2983794507209389,0.0,0.0,0.4210591372998191,0.0,0.0,0.1976972859065076,0.1976314346658344,0.2005153482005252,0.2067749821947632,60.0,IMOD_N1_v1_0925,A2
3,30.0,1.0,2.5,2.25,52.17,130.43,117.39,N1 R1 sample 3_Subt2__0__11-39-55-856.csv,0.6223539241299701,0.3774636242965929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,A3
4,30.0,1.0,2.5,2.25,52.17,130.43,117.39,N1 R1 sample 4_Subt2__0__11-42-04-355.csv,0.6201147158717576,0.3804388859847674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,A4
5,10.0,1.0,2.48,2.17,53.1,131.68,115.22,N1 R1 sample 5_Subt2__0__11-27-23-874.csv,0.6283290953544565,0.3716218536044906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,A5
6,10.0,1.0,2.48,2.17,53.1,131.68,115.22,N1 R1 sample 6_Subt2__0__11-27-48-374.csv,0.6352317124314119,0.3651233634125782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,A6
7,10.0,1.0,2.5,1.85,56.07,140.19,103.74,N1 R1 sample 7_Subt2__0__11-28-12-362.csv,0.6414758700394828,0.3619430103930481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,A7
8,10.0,1.0,2.5,1.85,56.07,140.19,103.74,N1 R1 sample 8_Subt2__0__11-28-34-871.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,A8
9,5.0,1.0,1.85,2.5,56.07,103.74,140.19,N1 R1 sample 9_Subt2__0__11-25-27-877.csv,0.0,0.4256513692305825,0.2536048697901644,0.0,0.0,0.301820804842671,0.2258820419331275,0.198806089089187,0.2209754622423116,0.1991604210451726,0.2008620159841561,0.2105066102753805,0.2135918889494598,60.0,IMOD_N1_v1_0925,A9
10,5.0,1.0,1.85,2.5,56.07,103.74,140.19,N1 R1 sample 10_Subt2__0__11-25-47-365.csv,0.0,0.4301421500247478,0.2034796344138225,0.203302039487431,0.0,0.2335294256813799,0.242434918033162,0.0,0.1935448390044224,0.1821630565746443,0.1819541079939415,0.1729813433384232,0.0,60.0,IMOD_N1_v1_0925,A10
11,5.0,1.0,1.0,1.48,86.21,86.21,127.59,N1 R1 sample 11_Subt2__0__11-26-06-869.csv,0.0,0.5176584230447605,0.4037268116047199,0.3310518530464222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,IMOD_N1_v1_0925,A11
12,5.0,1.0,1.0,1.48,86.21,86.21,127.59,N1 R1 sample 12_Subt2__0__11-26-40-875.csv,0.0,0.5336227268525434,0.3708861496657343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3216926975490164,60.0,IMOD_N1_v1_0925,A12
13,60.0,1.0,2.45,2.5,50.42,123.53,126.05,N1 R2 sample 1_Subt2__0__13-51-00-681.csv,0.4715579422999229,0.4193886514580962,0.0,0.3324898431257239,0.0,0.2804102296928234,0.2805910049302661,0.2806247975772475,0.2821390796815861,0.2820176319912513,0.2802876667247093,0.2801791763380476,0.2825401143101437,150.0,IMOD_N1_v1_0925,B1
14,60.0,1.0,2.45,2.5,50.42,123.53,126.05,N1 R2 sample 2_Subt2__0__13-51-39-673.csv,0.4695427352661142,0.4212688400892714,0.0,0.3342013928428229,0.2800929153988424,0.2803436028084304,0.2804252417358025,0.2803917127184399,0.2802927469647912,0.2801534011908068,0.2800192175100791,0.2799625499004151,0.2820122168051301,150.0,IMOD_N1_v1_0925,B2
15,60.0,1.0,2.38,2.5,51.02,121.43,127.55,N1 R2 sample 3_Subt2__0__13-52-37-180.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,IMOD_N1_v1_0925,B3
16,60.0,1.0,2.38,2.5,51.02,121.43,127.55,N1 R2 sample 4_Subt2__0__13-53-27-677.csv,0.4708067941517109,0.1855986205289504,0.1946505110184403,0.1689498154807535,0.1774383606154151,0.0,0.1896613470469246,0.1691485329630825,0.1699732129704783,0.1931636590469052,0.1987728823554951,0.1986630805558822,0.1708477396506034,150.0,IMOD_N1_v1_0925,B4
17,60.0,1.0,2.17,2.5,52.91,114.81,132.28,N1 R2 sample 5_Subt2__0__13-54-37-177.csv,0.3299655734033557,0.1165050455761487,0.0814240717870351,0.064654274232539,0.0635772928834385,0.06387643059301,0.0759318948848661,0.0622299252918238,0.0775642863814159,0.0,0.070407597892383,0.0675292285414952,0.0653067213020387,150.0,IMOD_N1_v1_0925,B5
18,60.0,1.0,2.17,2.5,52.91,114.81,132.28,N1 R2 sample 6_Subt2__0__13-56-28-674.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,IMOD_N1_v1_0925,B6
19,5.0,1.0,2.05,1.5,65.93,135.16,98.9,N1 R2 sample 7_Subt2__0__12-58-36-751.csv,0.6493428141758123,0.3541774743269635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,IMOD_N1_v1_0925,B7
20,5.0,1.0,2.05,1.5,65.93,135.16,98.9,N1 R2 sample 8_Subt2__0__12-59-07-751.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,IMOD_N1_v1_0925,B8
21,5.0,1.0,1.9,1.4,69.77,132.56,97.67,N1 R2 sample 9_Subt2__0__12-59-25-750.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,IMOD_N1_v1_0925,B9
22,5.0,1.0,1.9,1.4,69.77,132.56,97.67,N1 R2 sample 10_Subt2__0__13-00-22-249.csv,0.641110530262142,0.3578991208367797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,IMOD_N1_v1_0925,B10
23,5.0,1.0,2.48,1.3,62.76,155.65,81.59,N1 R2 sample 11_Subt2__0__13-00-52-248.csv,0.637731212181993,0.3654734572128519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,IMOD_N1_v1_0925,B11
24,5.0,1.0,2.48,1.3,62.76,155.65,81.59,N1 R2 sample 12_Subt2__0__13-01-43-748.csv,0.6374265418121281,0.3666779618567697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,IMOD_N1_v1_0925,B12
1,51.23,1.0,0.49,1.28,108.3,53.07,138.63,N4 R0 sample 1_Subt2__0__15-05-33-446.csv,0.0,0.0,0.4853913576202388,0.3633712096910604,0.0,0.3302504863957275,0.0,0.0,0.0,0.0,0.0,0.2837422196778613,0.2896524904811295,95.0,IMOD_N4_v3_0725,A1
2,51.23,1.0,0.49,1.28,108.3,53.07,138.63,N4 R0 sample 2_Subt2__0__15-07-40-441.csv,0.0,0.0,0.2863271143305587,0.387398625785305,0.3464979218087763,0.0,0.3131941703109605,0.0,0.0,0.298118266447984,0.2978568834440236,0.2811835051808436,0.0,95.0,IMOD_N4_v3_0725,A2
3,49.46,1.0,0.38,1.16,118.11,44.88,137.01,N4 R0 sample 3_Subt2__0__15-09-09-439.csv,0.0,0.0,0.2959140954746708,0.3977808455148333,0.4550555678786976,0.0,0.0,0.0,0.0,0.0,0.0,0.2858100757307424,0.2916492056595797,95.0,IMOD_N4_v3_0725,A3
4,49.46,1.0,0.38,1.16,118.11,44.88,137.01,N4 R0 sample 4_Subt2__0__15-10-10-938.csv,0.0,0.0,0.3381645888867458,0.4295159464723297,0.423007744047605,0.0,0.0,0.0,0.0,0.0,0.0,0.299622196769478,0.3053915782087885,95.0,IMOD_N4_v3_0725,A4
5,35.35,1.0,0.43,1.47,103.45,44.48,152.07,N4 R0 sample 5_Subt2__0__15-11-24-436.csv,0.0,0.2240398482137726,0.2624837557670342,0.3508512014972334,0.3250024574667053,0.0,0.3039783892174132,0.0,0.2837300085379637,0.2802718680599101,0.2800387510502326,0.2798675616613801,0.0,95.0,IMOD_N4_v3_0725,A5
6,35.35,1.0,0.43,1.47,103.45,44.48,152.07,N4 R0 sample 6_Subt2__0__15-12-32-934.csv,0.0,0.1754786714898732,0.3571685170454469,0.2519305517008369,0.2428227613207066,0.0,0.2605224895955453,0.0,0.2463464262088048,0.2298366005495555,0.0,0.0,0.2325920655697533,95.0,IMOD_N4_v3_0725,A6
7,23.74,1.0,0.67,1.18,105.26,70.53,124.21,N4 R0 sample 7_Subt2__0__15-13-40-433.csv,0.0,0.2991861313487422,0.4868926804190683,0.3034058758469267,0.2836813672366163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2831858346787735,95.0,IMOD_N4_v3_0725,A7
8,23.74,1.0,0.67,1.18,105.26,70.53,124.21,N4 R0 sample 8_Subt2__0__15-14-32-433.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,IMOD_N4_v3_0725,A8
9,14.78,1.0,0.74,1.38,96.15,71.15,132.69,N4 R0 sample 9_Subt2__0__15-15-33-931.csv,0.0,0.2798961017180828,0.3350376917283326,0.0,0.0,0.0,0.2295142908778517,0.1539389342005702,0.1644775668907913,0.1653185132200438,0.1571890219946504,0.15693912859733,0.1594582236345043,95.0,IMOD_N4_v3_0725,A9
